"","cohort","mcohort","resp.var","cv.fold","family","var.type","sensitivity","specificity"
"1","ccAustria","ccAustria","group",1,"binomial","BGC",1,0
"2","ccAustria","ccAustria","group",1,"binomial","BGC",0.978260869565217,0
"3","ccAustria","ccAustria","group",1,"binomial","BGC",0.978260869565217,0.0158730158730159
"4","ccAustria","ccAustria","group",1,"binomial","BGC",0.956521739130435,0.0158730158730159
"5","ccAustria","ccAustria","group",1,"binomial","BGC",0.934782608695652,0.0158730158730159
"6","ccAustria","ccAustria","group",1,"binomial","BGC",0.91304347826087,0.0158730158730159
"7","ccAustria","ccAustria","group",1,"binomial","BGC",0.91304347826087,0.0317460317460317
"8","ccAustria","ccAustria","group",1,"binomial","BGC",0.891304347826087,0.0317460317460317
"9","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.0317460317460317
"10","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.0476190476190476
"11","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.0634920634920635
"12","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.0793650793650794
"13","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.0952380952380952
"14","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.111111111111111
"15","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.126984126984127
"16","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.142857142857143
"17","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.158730158730159
"18","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.174603174603175
"19","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.19047619047619
"20","ccAustria","ccAustria","group",1,"binomial","BGC",0.869565217391304,0.206349206349206
"21","ccAustria","ccAustria","group",1,"binomial","BGC",0.847826086956522,0.206349206349206
"22","ccAustria","ccAustria","group",1,"binomial","BGC",0.847826086956522,0.222222222222222
"23","ccAustria","ccAustria","group",1,"binomial","BGC",0.826086956521739,0.222222222222222
"24","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.222222222222222
"25","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.238095238095238
"26","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.253968253968254
"27","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.26984126984127
"28","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.285714285714286
"29","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.301587301587302
"30","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.317460317460317
"31","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.333333333333333
"32","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.349206349206349
"33","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.365079365079365
"34","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.380952380952381
"35","ccAustria","ccAustria","group",1,"binomial","BGC",0.804347826086957,0.396825396825397
"36","ccAustria","ccAustria","group",1,"binomial","BGC",0.782608695652174,0.396825396825397
"37","ccAustria","ccAustria","group",1,"binomial","BGC",0.760869565217391,0.396825396825397
"38","ccAustria","ccAustria","group",1,"binomial","BGC",0.739130434782609,0.396825396825397
"39","ccAustria","ccAustria","group",1,"binomial","BGC",0.717391304347826,0.396825396825397
"40","ccAustria","ccAustria","group",1,"binomial","BGC",0.717391304347826,0.412698412698413
"41","ccAustria","ccAustria","group",1,"binomial","BGC",0.717391304347826,0.428571428571429
"42","ccAustria","ccAustria","group",1,"binomial","BGC",0.695652173913043,0.428571428571429
"43","ccAustria","ccAustria","group",1,"binomial","BGC",0.695652173913043,0.444444444444444
"44","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.444444444444444
"45","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.46031746031746
"46","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.476190476190476
"47","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.492063492063492
"48","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.507936507936508
"49","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.523809523809524
"50","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.53968253968254
"51","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.555555555555556
"52","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.571428571428571
"53","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.587301587301587
"54","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.603174603174603
"55","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.619047619047619
"56","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.634920634920635
"57","ccAustria","ccAustria","group",1,"binomial","BGC",0.673913043478261,0.650793650793651
"58","ccAustria","ccAustria","group",1,"binomial","BGC",0.652173913043478,0.650793650793651
"59","ccAustria","ccAustria","group",1,"binomial","BGC",0.630434782608696,0.650793650793651
"60","ccAustria","ccAustria","group",1,"binomial","BGC",0.630434782608696,0.666666666666667
"61","ccAustria","ccAustria","group",1,"binomial","BGC",0.630434782608696,0.682539682539683
"62","ccAustria","ccAustria","group",1,"binomial","BGC",0.608695652173913,0.682539682539683
"63","ccAustria","ccAustria","group",1,"binomial","BGC",0.608695652173913,0.698412698412698
"64","ccAustria","ccAustria","group",1,"binomial","BGC",0.58695652173913,0.698412698412698
"65","ccAustria","ccAustria","group",1,"binomial","BGC",0.58695652173913,0.714285714285714
"66","ccAustria","ccAustria","group",1,"binomial","BGC",0.565217391304348,0.714285714285714
"67","ccAustria","ccAustria","group",1,"binomial","BGC",0.543478260869565,0.714285714285714
"68","ccAustria","ccAustria","group",1,"binomial","BGC",0.521739130434783,0.714285714285714
"69","ccAustria","ccAustria","group",1,"binomial","BGC",0.5,0.714285714285714
"70","ccAustria","ccAustria","group",1,"binomial","BGC",0.5,0.73015873015873
"71","ccAustria","ccAustria","group",1,"binomial","BGC",0.478260869565217,0.73015873015873
"72","ccAustria","ccAustria","group",1,"binomial","BGC",0.456521739130435,0.73015873015873
"73","ccAustria","ccAustria","group",1,"binomial","BGC",0.434782608695652,0.73015873015873
"74","ccAustria","ccAustria","group",1,"binomial","BGC",0.434782608695652,0.746031746031746
"75","ccAustria","ccAustria","group",1,"binomial","BGC",0.434782608695652,0.761904761904762
"76","ccAustria","ccAustria","group",1,"binomial","BGC",0.434782608695652,0.777777777777778
"77","ccAustria","ccAustria","group",1,"binomial","BGC",0.434782608695652,0.793650793650794
"78","ccAustria","ccAustria","group",1,"binomial","BGC",0.434782608695652,0.80952380952381
"79","ccAustria","ccAustria","group",1,"binomial","BGC",0.434782608695652,0.825396825396825
"80","ccAustria","ccAustria","group",1,"binomial","BGC",0.41304347826087,0.825396825396825
"81","ccAustria","ccAustria","group",1,"binomial","BGC",0.41304347826087,0.841269841269841
"82","ccAustria","ccAustria","group",1,"binomial","BGC",0.41304347826087,0.857142857142857
"83","ccAustria","ccAustria","group",1,"binomial","BGC",0.41304347826087,0.873015873015873
"84","ccAustria","ccAustria","group",1,"binomial","BGC",0.391304347826087,0.873015873015873
"85","ccAustria","ccAustria","group",1,"binomial","BGC",0.391304347826087,0.888888888888889
"86","ccAustria","ccAustria","group",1,"binomial","BGC",0.369565217391304,0.888888888888889
"87","ccAustria","ccAustria","group",1,"binomial","BGC",0.347826086956522,0.888888888888889
"88","ccAustria","ccAustria","group",1,"binomial","BGC",0.326086956521739,0.888888888888889
"89","ccAustria","ccAustria","group",1,"binomial","BGC",0.304347826086957,0.888888888888889
"90","ccAustria","ccAustria","group",1,"binomial","BGC",0.282608695652174,0.888888888888889
"91","ccAustria","ccAustria","group",1,"binomial","BGC",0.260869565217391,0.888888888888889
"92","ccAustria","ccAustria","group",1,"binomial","BGC",0.260869565217391,0.904761904761905
"93","ccAustria","ccAustria","group",1,"binomial","BGC",0.239130434782609,0.904761904761905
"94","ccAustria","ccAustria","group",1,"binomial","BGC",0.217391304347826,0.904761904761905
"95","ccAustria","ccAustria","group",1,"binomial","BGC",0.195652173913043,0.904761904761905
"96","ccAustria","ccAustria","group",1,"binomial","BGC",0.195652173913043,0.920634920634921
"97","ccAustria","ccAustria","group",1,"binomial","BGC",0.173913043478261,0.920634920634921
"98","ccAustria","ccAustria","group",1,"binomial","BGC",0.152173913043478,0.920634920634921
"99","ccAustria","ccAustria","group",1,"binomial","BGC",0.152173913043478,0.936507936507937
"100","ccAustria","ccAustria","group",1,"binomial","BGC",0.130434782608696,0.936507936507937
"101","ccAustria","ccAustria","group",1,"binomial","BGC",0.108695652173913,0.936507936507937
"102","ccAustria","ccAustria","group",1,"binomial","BGC",0.0869565217391304,0.936507936507937
"103","ccAustria","ccAustria","group",1,"binomial","BGC",0.0869565217391304,0.952380952380952
"104","ccAustria","ccAustria","group",1,"binomial","BGC",0.0652173913043478,0.952380952380952
"105","ccAustria","ccAustria","group",1,"binomial","BGC",0.0434782608695652,0.952380952380952
"106","ccAustria","ccAustria","group",1,"binomial","BGC",0.0217391304347826,0.952380952380952
"107","ccAustria","ccAustria","group",1,"binomial","BGC",0.0217391304347826,0.968253968253968
"108","ccAustria","ccAustria","group",1,"binomial","BGC",0,0.968253968253968
"109","ccAustria","ccAustria","group",1,"binomial","BGC",0,0.984126984126984
"110","ccAustria","ccAustria","group",1,"binomial","BGC",0,1
"111","ccAustria","ccAustria","group",2,"binomial","BGC",1,0
"112","ccAustria","ccAustria","group",2,"binomial","BGC",0.978260869565217,0
"113","ccAustria","ccAustria","group",2,"binomial","BGC",0.978260869565217,0.0158730158730159
"114","ccAustria","ccAustria","group",2,"binomial","BGC",0.978260869565217,0.0317460317460317
"115","ccAustria","ccAustria","group",2,"binomial","BGC",0.956521739130435,0.0317460317460317
"116","ccAustria","ccAustria","group",2,"binomial","BGC",0.956521739130435,0.0476190476190476
"117","ccAustria","ccAustria","group",2,"binomial","BGC",0.956521739130435,0.0634920634920635
"118","ccAustria","ccAustria","group",2,"binomial","BGC",0.934782608695652,0.0634920634920635
"119","ccAustria","ccAustria","group",2,"binomial","BGC",0.934782608695652,0.0793650793650794
"120","ccAustria","ccAustria","group",2,"binomial","BGC",0.934782608695652,0.0952380952380952
"121","ccAustria","ccAustria","group",2,"binomial","BGC",0.934782608695652,0.111111111111111
"122","ccAustria","ccAustria","group",2,"binomial","BGC",0.91304347826087,0.111111111111111
"123","ccAustria","ccAustria","group",2,"binomial","BGC",0.91304347826087,0.126984126984127
"124","ccAustria","ccAustria","group",2,"binomial","BGC",0.91304347826087,0.142857142857143
"125","ccAustria","ccAustria","group",2,"binomial","BGC",0.91304347826087,0.158730158730159
"126","ccAustria","ccAustria","group",2,"binomial","BGC",0.91304347826087,0.174603174603175
"127","ccAustria","ccAustria","group",2,"binomial","BGC",0.91304347826087,0.19047619047619
"128","ccAustria","ccAustria","group",2,"binomial","BGC",0.891304347826087,0.19047619047619
"129","ccAustria","ccAustria","group",2,"binomial","BGC",0.891304347826087,0.206349206349206
"130","ccAustria","ccAustria","group",2,"binomial","BGC",0.891304347826087,0.222222222222222
"131","ccAustria","ccAustria","group",2,"binomial","BGC",0.869565217391304,0.222222222222222
"132","ccAustria","ccAustria","group",2,"binomial","BGC",0.869565217391304,0.238095238095238
"133","ccAustria","ccAustria","group",2,"binomial","BGC",0.847826086956522,0.238095238095238
"134","ccAustria","ccAustria","group",2,"binomial","BGC",0.847826086956522,0.253968253968254
"135","ccAustria","ccAustria","group",2,"binomial","BGC",0.847826086956522,0.26984126984127
"136","ccAustria","ccAustria","group",2,"binomial","BGC",0.826086956521739,0.26984126984127
"137","ccAustria","ccAustria","group",2,"binomial","BGC",0.826086956521739,0.285714285714286
"138","ccAustria","ccAustria","group",2,"binomial","BGC",0.826086956521739,0.301587301587302
"139","ccAustria","ccAustria","group",2,"binomial","BGC",0.826086956521739,0.317460317460317
"140","ccAustria","ccAustria","group",2,"binomial","BGC",0.826086956521739,0.333333333333333
"141","ccAustria","ccAustria","group",2,"binomial","BGC",0.804347826086957,0.333333333333333
"142","ccAustria","ccAustria","group",2,"binomial","BGC",0.804347826086957,0.349206349206349
"143","ccAustria","ccAustria","group",2,"binomial","BGC",0.804347826086957,0.365079365079365
"144","ccAustria","ccAustria","group",2,"binomial","BGC",0.804347826086957,0.380952380952381
"145","ccAustria","ccAustria","group",2,"binomial","BGC",0.782608695652174,0.380952380952381
"146","ccAustria","ccAustria","group",2,"binomial","BGC",0.782608695652174,0.396825396825397
"147","ccAustria","ccAustria","group",2,"binomial","BGC",0.782608695652174,0.412698412698413
"148","ccAustria","ccAustria","group",2,"binomial","BGC",0.782608695652174,0.428571428571429
"149","ccAustria","ccAustria","group",2,"binomial","BGC",0.760869565217391,0.428571428571429
"150","ccAustria","ccAustria","group",2,"binomial","BGC",0.760869565217391,0.444444444444444
"151","ccAustria","ccAustria","group",2,"binomial","BGC",0.760869565217391,0.46031746031746
"152","ccAustria","ccAustria","group",2,"binomial","BGC",0.739130434782609,0.46031746031746
"153","ccAustria","ccAustria","group",2,"binomial","BGC",0.739130434782609,0.476190476190476
"154","ccAustria","ccAustria","group",2,"binomial","BGC",0.739130434782609,0.492063492063492
"155","ccAustria","ccAustria","group",2,"binomial","BGC",0.739130434782609,0.507936507936508
"156","ccAustria","ccAustria","group",2,"binomial","BGC",0.739130434782609,0.523809523809524
"157","ccAustria","ccAustria","group",2,"binomial","BGC",0.717391304347826,0.523809523809524
"158","ccAustria","ccAustria","group",2,"binomial","BGC",0.717391304347826,0.53968253968254
"159","ccAustria","ccAustria","group",2,"binomial","BGC",0.695652173913043,0.53968253968254
"160","ccAustria","ccAustria","group",2,"binomial","BGC",0.695652173913043,0.555555555555556
"161","ccAustria","ccAustria","group",2,"binomial","BGC",0.673913043478261,0.555555555555556
"162","ccAustria","ccAustria","group",2,"binomial","BGC",0.652173913043478,0.555555555555556
"163","ccAustria","ccAustria","group",2,"binomial","BGC",0.652173913043478,0.571428571428571
"164","ccAustria","ccAustria","group",2,"binomial","BGC",0.652173913043478,0.587301587301587
"165","ccAustria","ccAustria","group",2,"binomial","BGC",0.652173913043478,0.603174603174603
"166","ccAustria","ccAustria","group",2,"binomial","BGC",0.652173913043478,0.619047619047619
"167","ccAustria","ccAustria","group",2,"binomial","BGC",0.630434782608696,0.619047619047619
"168","ccAustria","ccAustria","group",2,"binomial","BGC",0.630434782608696,0.634920634920635
"169","ccAustria","ccAustria","group",2,"binomial","BGC",0.630434782608696,0.650793650793651
"170","ccAustria","ccAustria","group",2,"binomial","BGC",0.630434782608696,0.666666666666667
"171","ccAustria","ccAustria","group",2,"binomial","BGC",0.608695652173913,0.666666666666667
"172","ccAustria","ccAustria","group",2,"binomial","BGC",0.608695652173913,0.682539682539683
"173","ccAustria","ccAustria","group",2,"binomial","BGC",0.58695652173913,0.682539682539683
"174","ccAustria","ccAustria","group",2,"binomial","BGC",0.58695652173913,0.698412698412698
"175","ccAustria","ccAustria","group",2,"binomial","BGC",0.58695652173913,0.714285714285714
"176","ccAustria","ccAustria","group",2,"binomial","BGC",0.565217391304348,0.714285714285714
"177","ccAustria","ccAustria","group",2,"binomial","BGC",0.565217391304348,0.73015873015873
"178","ccAustria","ccAustria","group",2,"binomial","BGC",0.543478260869565,0.73015873015873
"179","ccAustria","ccAustria","group",2,"binomial","BGC",0.543478260869565,0.746031746031746
"180","ccAustria","ccAustria","group",2,"binomial","BGC",0.521739130434783,0.746031746031746
"181","ccAustria","ccAustria","group",2,"binomial","BGC",0.5,0.746031746031746
"182","ccAustria","ccAustria","group",2,"binomial","BGC",0.5,0.761904761904762
"183","ccAustria","ccAustria","group",2,"binomial","BGC",0.478260869565217,0.761904761904762
"184","ccAustria","ccAustria","group",2,"binomial","BGC",0.478260869565217,0.777777777777778
"185","ccAustria","ccAustria","group",2,"binomial","BGC",0.456521739130435,0.777777777777778
"186","ccAustria","ccAustria","group",2,"binomial","BGC",0.434782608695652,0.777777777777778
"187","ccAustria","ccAustria","group",2,"binomial","BGC",0.434782608695652,0.793650793650794
"188","ccAustria","ccAustria","group",2,"binomial","BGC",0.434782608695652,0.80952380952381
"189","ccAustria","ccAustria","group",2,"binomial","BGC",0.434782608695652,0.825396825396825
"190","ccAustria","ccAustria","group",2,"binomial","BGC",0.434782608695652,0.841269841269841
"191","ccAustria","ccAustria","group",2,"binomial","BGC",0.434782608695652,0.857142857142857
"192","ccAustria","ccAustria","group",2,"binomial","BGC",0.41304347826087,0.857142857142857
"193","ccAustria","ccAustria","group",2,"binomial","BGC",0.391304347826087,0.857142857142857
"194","ccAustria","ccAustria","group",2,"binomial","BGC",0.369565217391304,0.857142857142857
"195","ccAustria","ccAustria","group",2,"binomial","BGC",0.347826086956522,0.857142857142857
"196","ccAustria","ccAustria","group",2,"binomial","BGC",0.347826086956522,0.873015873015873
"197","ccAustria","ccAustria","group",2,"binomial","BGC",0.326086956521739,0.873015873015873
"198","ccAustria","ccAustria","group",2,"binomial","BGC",0.304347826086957,0.873015873015873
"199","ccAustria","ccAustria","group",2,"binomial","BGC",0.282608695652174,0.873015873015873
"200","ccAustria","ccAustria","group",2,"binomial","BGC",0.260869565217391,0.873015873015873
"201","ccAustria","ccAustria","group",2,"binomial","BGC",0.239130434782609,0.873015873015873
"202","ccAustria","ccAustria","group",2,"binomial","BGC",0.217391304347826,0.873015873015873
"203","ccAustria","ccAustria","group",2,"binomial","BGC",0.195652173913043,0.873015873015873
"204","ccAustria","ccAustria","group",2,"binomial","BGC",0.195652173913043,0.888888888888889
"205","ccAustria","ccAustria","group",2,"binomial","BGC",0.173913043478261,0.888888888888889
"206","ccAustria","ccAustria","group",2,"binomial","BGC",0.152173913043478,0.888888888888889
"207","ccAustria","ccAustria","group",2,"binomial","BGC",0.152173913043478,0.904761904761905
"208","ccAustria","ccAustria","group",2,"binomial","BGC",0.130434782608696,0.904761904761905
"209","ccAustria","ccAustria","group",2,"binomial","BGC",0.130434782608696,0.920634920634921
"210","ccAustria","ccAustria","group",2,"binomial","BGC",0.130434782608696,0.936507936507937
"211","ccAustria","ccAustria","group",2,"binomial","BGC",0.108695652173913,0.936507936507937
"212","ccAustria","ccAustria","group",2,"binomial","BGC",0.0869565217391304,0.936507936507937
"213","ccAustria","ccAustria","group",2,"binomial","BGC",0.0869565217391304,0.952380952380952
"214","ccAustria","ccAustria","group",2,"binomial","BGC",0.0652173913043478,0.952380952380952
"215","ccAustria","ccAustria","group",2,"binomial","BGC",0.0434782608695652,0.952380952380952
"216","ccAustria","ccAustria","group",2,"binomial","BGC",0.0434782608695652,0.968253968253968
"217","ccAustria","ccAustria","group",2,"binomial","BGC",0.0217391304347826,0.968253968253968
"218","ccAustria","ccAustria","group",2,"binomial","BGC",0,0.968253968253968
"219","ccAustria","ccAustria","group",2,"binomial","BGC",0,0.984126984126984
"220","ccAustria","ccAustria","group",2,"binomial","BGC",0,1
"221","ccAustria","ccAustria","group",3,"binomial","BGC",1,0
"222","ccAustria","ccAustria","group",3,"binomial","BGC",1,0.0158730158730159
"223","ccAustria","ccAustria","group",3,"binomial","BGC",1,0.0317460317460317
"224","ccAustria","ccAustria","group",3,"binomial","BGC",0.978260869565217,0.0317460317460317
"225","ccAustria","ccAustria","group",3,"binomial","BGC",0.978260869565217,0.0476190476190476
"226","ccAustria","ccAustria","group",3,"binomial","BGC",0.956521739130435,0.0476190476190476
"227","ccAustria","ccAustria","group",3,"binomial","BGC",0.934782608695652,0.0476190476190476
"228","ccAustria","ccAustria","group",3,"binomial","BGC",0.91304347826087,0.0476190476190476
"229","ccAustria","ccAustria","group",3,"binomial","BGC",0.891304347826087,0.0476190476190476
"230","ccAustria","ccAustria","group",3,"binomial","BGC",0.891304347826087,0.0634920634920635
"231","ccAustria","ccAustria","group",3,"binomial","BGC",0.869565217391304,0.0634920634920635
"232","ccAustria","ccAustria","group",3,"binomial","BGC",0.869565217391304,0.0793650793650794
"233","ccAustria","ccAustria","group",3,"binomial","BGC",0.869565217391304,0.0952380952380952
"234","ccAustria","ccAustria","group",3,"binomial","BGC",0.847826086956522,0.0952380952380952
"235","ccAustria","ccAustria","group",3,"binomial","BGC",0.847826086956522,0.111111111111111
"236","ccAustria","ccAustria","group",3,"binomial","BGC",0.847826086956522,0.126984126984127
"237","ccAustria","ccAustria","group",3,"binomial","BGC",0.826086956521739,0.126984126984127
"238","ccAustria","ccAustria","group",3,"binomial","BGC",0.826086956521739,0.142857142857143
"239","ccAustria","ccAustria","group",3,"binomial","BGC",0.826086956521739,0.158730158730159
"240","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.158730158730159
"241","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.174603174603175
"242","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.19047619047619
"243","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.206349206349206
"244","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.222222222222222
"245","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.238095238095238
"246","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.253968253968254
"247","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.26984126984127
"248","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.285714285714286
"249","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.301587301587302
"250","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.317460317460317
"251","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.333333333333333
"252","ccAustria","ccAustria","group",3,"binomial","BGC",0.804347826086957,0.349206349206349
"253","ccAustria","ccAustria","group",3,"binomial","BGC",0.782608695652174,0.349206349206349
"254","ccAustria","ccAustria","group",3,"binomial","BGC",0.782608695652174,0.365079365079365
"255","ccAustria","ccAustria","group",3,"binomial","BGC",0.760869565217391,0.365079365079365
"256","ccAustria","ccAustria","group",3,"binomial","BGC",0.760869565217391,0.380952380952381
"257","ccAustria","ccAustria","group",3,"binomial","BGC",0.760869565217391,0.396825396825397
"258","ccAustria","ccAustria","group",3,"binomial","BGC",0.760869565217391,0.412698412698413
"259","ccAustria","ccAustria","group",3,"binomial","BGC",0.760869565217391,0.428571428571429
"260","ccAustria","ccAustria","group",3,"binomial","BGC",0.739130434782609,0.428571428571429
"261","ccAustria","ccAustria","group",3,"binomial","BGC",0.739130434782609,0.444444444444444
"262","ccAustria","ccAustria","group",3,"binomial","BGC",0.739130434782609,0.46031746031746
"263","ccAustria","ccAustria","group",3,"binomial","BGC",0.717391304347826,0.46031746031746
"264","ccAustria","ccAustria","group",3,"binomial","BGC",0.717391304347826,0.476190476190476
"265","ccAustria","ccAustria","group",3,"binomial","BGC",0.717391304347826,0.492063492063492
"266","ccAustria","ccAustria","group",3,"binomial","BGC",0.717391304347826,0.507936507936508
"267","ccAustria","ccAustria","group",3,"binomial","BGC",0.717391304347826,0.523809523809524
"268","ccAustria","ccAustria","group",3,"binomial","BGC",0.695652173913043,0.523809523809524
"269","ccAustria","ccAustria","group",3,"binomial","BGC",0.695652173913043,0.53968253968254
"270","ccAustria","ccAustria","group",3,"binomial","BGC",0.673913043478261,0.53968253968254
"271","ccAustria","ccAustria","group",3,"binomial","BGC",0.673913043478261,0.555555555555556
"272","ccAustria","ccAustria","group",3,"binomial","BGC",0.673913043478261,0.571428571428571
"273","ccAustria","ccAustria","group",3,"binomial","BGC",0.673913043478261,0.587301587301587
"274","ccAustria","ccAustria","group",3,"binomial","BGC",0.673913043478261,0.603174603174603
"275","ccAustria","ccAustria","group",3,"binomial","BGC",0.673913043478261,0.619047619047619
"276","ccAustria","ccAustria","group",3,"binomial","BGC",0.673913043478261,0.634920634920635
"277","ccAustria","ccAustria","group",3,"binomial","BGC",0.652173913043478,0.634920634920635
"278","ccAustria","ccAustria","group",3,"binomial","BGC",0.652173913043478,0.650793650793651
"279","ccAustria","ccAustria","group",3,"binomial","BGC",0.652173913043478,0.666666666666667
"280","ccAustria","ccAustria","group",3,"binomial","BGC",0.652173913043478,0.682539682539683
"281","ccAustria","ccAustria","group",3,"binomial","BGC",0.630434782608696,0.682539682539683
"282","ccAustria","ccAustria","group",3,"binomial","BGC",0.608695652173913,0.682539682539683
"283","ccAustria","ccAustria","group",3,"binomial","BGC",0.608695652173913,0.698412698412698
"284","ccAustria","ccAustria","group",3,"binomial","BGC",0.608695652173913,0.714285714285714
"285","ccAustria","ccAustria","group",3,"binomial","BGC",0.608695652173913,0.73015873015873
"286","ccAustria","ccAustria","group",3,"binomial","BGC",0.608695652173913,0.746031746031746
"287","ccAustria","ccAustria","group",3,"binomial","BGC",0.608695652173913,0.761904761904762
"288","ccAustria","ccAustria","group",3,"binomial","BGC",0.58695652173913,0.761904761904762
"289","ccAustria","ccAustria","group",3,"binomial","BGC",0.565217391304348,0.761904761904762
"290","ccAustria","ccAustria","group",3,"binomial","BGC",0.565217391304348,0.777777777777778
"291","ccAustria","ccAustria","group",3,"binomial","BGC",0.565217391304348,0.793650793650794
"292","ccAustria","ccAustria","group",3,"binomial","BGC",0.565217391304348,0.80952380952381
"293","ccAustria","ccAustria","group",3,"binomial","BGC",0.543478260869565,0.80952380952381
"294","ccAustria","ccAustria","group",3,"binomial","BGC",0.521739130434783,0.80952380952381
"295","ccAustria","ccAustria","group",3,"binomial","BGC",0.5,0.80952380952381
"296","ccAustria","ccAustria","group",3,"binomial","BGC",0.478260869565217,0.80952380952381
"297","ccAustria","ccAustria","group",3,"binomial","BGC",0.456521739130435,0.80952380952381
"298","ccAustria","ccAustria","group",3,"binomial","BGC",0.456521739130435,0.825396825396825
"299","ccAustria","ccAustria","group",3,"binomial","BGC",0.456521739130435,0.841269841269841
"300","ccAustria","ccAustria","group",3,"binomial","BGC",0.456521739130435,0.857142857142857
"301","ccAustria","ccAustria","group",3,"binomial","BGC",0.456521739130435,0.873015873015873
"302","ccAustria","ccAustria","group",3,"binomial","BGC",0.434782608695652,0.873015873015873
"303","ccAustria","ccAustria","group",3,"binomial","BGC",0.41304347826087,0.873015873015873
"304","ccAustria","ccAustria","group",3,"binomial","BGC",0.391304347826087,0.873015873015873
"305","ccAustria","ccAustria","group",3,"binomial","BGC",0.369565217391304,0.873015873015873
"306","ccAustria","ccAustria","group",3,"binomial","BGC",0.369565217391304,0.888888888888889
"307","ccAustria","ccAustria","group",3,"binomial","BGC",0.369565217391304,0.904761904761905
"308","ccAustria","ccAustria","group",3,"binomial","BGC",0.347826086956522,0.904761904761905
"309","ccAustria","ccAustria","group",3,"binomial","BGC",0.326086956521739,0.904761904761905
"310","ccAustria","ccAustria","group",3,"binomial","BGC",0.304347826086957,0.904761904761905
"311","ccAustria","ccAustria","group",3,"binomial","BGC",0.282608695652174,0.904761904761905
"312","ccAustria","ccAustria","group",3,"binomial","BGC",0.260869565217391,0.904761904761905
"313","ccAustria","ccAustria","group",3,"binomial","BGC",0.260869565217391,0.920634920634921
"314","ccAustria","ccAustria","group",3,"binomial","BGC",0.239130434782609,0.920634920634921
"315","ccAustria","ccAustria","group",3,"binomial","BGC",0.217391304347826,0.920634920634921
"316","ccAustria","ccAustria","group",3,"binomial","BGC",0.217391304347826,0.936507936507937
"317","ccAustria","ccAustria","group",3,"binomial","BGC",0.217391304347826,0.952380952380952
"318","ccAustria","ccAustria","group",3,"binomial","BGC",0.195652173913043,0.952380952380952
"319","ccAustria","ccAustria","group",3,"binomial","BGC",0.173913043478261,0.952380952380952
